,Date,주택뉴스심리지수,오피스뉴스심리지수,리테일뉴스심리지수,물류뉴스심리지수
547,2020-07-01,0.0,0.333,0.333,0.455
548,2020-07-02,1.0,0.3,0.0,0.125
549,2020-07-03,1.0,0.308,1.0,0.0
550,2020-07-04,0.0,0.25,0.0,0.0
551,2020-07-05,1.0,0.25,0.75,0.5
552,2020-07-06,0.625,0.538,0.5,0.222
553,2020-07-07,0.562,0.444,0.25,0.375
554,2020-07-08,0.389,0.455,0.0,0.167
555,2020-07-09,0.739,0.273,0.0,0.333
556,2020-07-10,0.532,0.538,0.1,0.15
557,2020-07-11,1.0,0.5,0.0,0.2
558,2020-07-12,0.579,0.2,1.0,0.667
559,2020-07-13,0.632,0.318,0.5,0.375
560,2020-07-14,0.629,0.476,0.143,0.5
561,2020-07-15,0.623,0.424,0.0,0.455
562,2020-07-16,0.437,0.543,0.125,0.135
563,2020-07-17,0.327,0.435,0.5,0.8
564,2020-07-18,0.375,0.5,0.0,0.0
565,2020-07-19,0.452,0.438,0.0,0.429
566,2020-07-20,0.523,0.31,0.5,0.5
567,2020-07-21,0.586,0.423,0.5,0.278
568,2020-07-22,0.558,0.667,0.0,0.286
569,2020-07-23,0.461,0.357,0.4,0.438
570,2020-07-24,0.685,0.538,0.5,0.167
571,2020-07-25,0.367,0.2,0.0,0.5
572,2020-07-26,0.338,0.75,0.0,0.0
573,2020-07-27,0.456,0.19,0.167,0.167
574,2020-07-28,0.275,0.467,1.0,0.231
575,2020-07-29,0.391,0.333,0.5,0.0
576,2020-07-30,0.39,0.125,0.167,0.364
577,2020-07-31,0.481,0.556,1.0,0.25
578,2020-08-01,0.2,0.0,0.0,0.0
579,2020-08-02,0.464,1.0,1.0,1.0
580,2020-08-03,0.444,0.286,0.5,0.25
581,2020-08-04,0.605,0.317,0.0,0.357
582,2020-08-05,0.515,0.5,0.25,0.2
583,2020-08-06,0.44,0.429,0.0,0.733
584,2020-08-07,0.138,0.286,0.0,0.667
585,2020-08-08,0.273,0.0,0.0,0.0
586,2020-08-09,0.59,0.25,0.0,1.0
587,2020-08-10,0.643,0.111,0.25,0.5
588,2020-08-11,0.625,0.667,0.0,0.6
589,2020-08-12,0.623,0.2,0.0,0.0
590,2020-08-13,0.587,0.3,0.5,0.5
591,2020-08-14,0.494,0.5,0.5,0.2
592,2020-08-15,0.458,0.667,0.0,0.0
593,2020-08-16,0.458,1.0,0.0,0.0
594,2020-08-17,0.462,1.0,1.0,0.667
595,2020-08-18,0.569,0.25,0.333,0.4
596,2020-08-19,0.483,0.333,0.0,0.0
597,2020-08-20,0.621,0.727,1.0,0.667
598,2020-08-21,0.407,0.7,0.0,0.5
599,2020-08-22,0.531,0.5,0.0,0.5
600,2020-08-23,0.605,0.25,0.0,0.0
601,2020-08-24,0.551,0.6,0.5,0.6
602,2020-08-25,0.61,0.3,0.5,0.25
603,2020-08-26,0.41,0.333,0.0,0.2
604,2020-08-27,0.437,0.5,0.0,0.333
605,2020-08-28,0.291,0.375,0.0,0.4
606,2020-08-29,0.5,1.0,0.0,0.0
607,2020-08-30,0.647,1.0,1.0,0.333
608,2020-08-31,0.517,0.333,0.333,0.286
609,2020-09-01,0.474,0.5,1.0,0.0
610,2020-09-02,0.8,0.556,0.5,0.2
611,2020-09-03,0.49,0.4,0.4,0.5
612,2020-09-04,0.609,0.455,0.0,0.5
613,2020-09-05,0.5,0.0,0.0,0.0
614,2020-09-06,0.294,0.6,0.5,0.5
615,2020-09-07,0.568,0.417,0.5,0.375
616,2020-09-08,0.391,0.429,0.4,0.5
617,2020-09-09,0.667,0.571,0.0,0.636
618,2020-09-10,0.565,0.4,0.25,0.25
619,2020-09-11,0.559,0.125,0.0,1.0
620,2020-09-12,0.4,1.0,0.0,0.333
621,2020-09-13,0.688,1.0,0.333,0.5
622,2020-09-14,0.463,0.5,0.5,0.5
623,2020-09-15,0.708,0.556,0.0,0.429
624,2020-09-16,0.66,0.364,0.0,0.2
625,2020-09-17,0.518,0.48,0.714,0.8
626,2020-09-18,0.545,0.222,0.5,0.75
627,2020-09-19,0.529,0.0,0.0,1.0
628,2020-09-20,0.387,0.0,0.0,0.5
629,2020-09-21,0.452,0.333,1.0,0.6
630,2020-09-22,0.359,0.308,0.0,0.571
631,2020-09-23,0.618,0.273,0.0,0.5
632,2020-09-24,0.595,0.294,0.0,0.417
633,2020-09-25,0.459,0.25,0.0,0.2
634,2020-09-26,0.5,0.0,0.0,0.0
635,2020-09-27,0.643,0.667,0.667,0.0
636,2020-09-28,0.529,0.222,0.0,0.0
637,2020-09-29,0.433,0.333,0.0,0.4
638,2020-09-30,0.522,0.25,0.333,0.143
639,2020-10-01,0.786,0.667,1.0,0.667
640,2020-10-02,0.4,0.0,0.0,0.333
641,2020-10-03,0.333,0.0,0.0,0.0
642,2020-10-04,0.609,0.333,0.0,0.0
643,2020-10-05,0.667,0.647,1.0,0.273
644,2020-10-06,0.286,0.731,0.0,0.286
645,2020-10-07,0.519,0.667,1.0,0.364
646,2020-10-08,0.487,0.647,0.714,0.455
647,2020-10-09,0.5,0.667,0.0,1.0
648,2020-10-10,0.579,0.0,0.0,0.0
649,2020-10-11,0.389,0.25,0.0,0.2
650,2020-10-12,0.35,0.625,0.0,0.4
651,2020-10-13,0.365,0.312,0.0,0.467
652,2020-10-14,0.382,0.647,0.0,0.0
653,2020-10-15,0.486,0.2,0.0,0.167
654,2020-10-16,0.478,0.2,0.0,0.267
655,2020-10-17,0.533,1.0,0.0,1.0
656,2020-10-18,0.857,0.5,1.0,0.0
657,2020-10-19,0.753,0.6,1.0,0.5
658,2020-10-20,0.565,0.25,0.286,0.333
659,2020-10-21,0.508,0.455,1.0,0.308
660,2020-10-22,0.528,0.5,0.889,0.714
661,2020-10-23,0.392,0.5,1.0,0.375
662,2020-10-24,0.368,0.5,0.25,0.5
663,2020-10-25,0.588,0.0,0.0,0.5
664,2020-10-26,0.537,0.333,0.0,0.0
665,2020-10-27,0.474,0.231,1.0,0.385
666,2020-10-28,0.355,0.4,0.333,0.667
667,2020-10-29,0.554,0.4,0.25,0.2
668,2020-10-30,0.527,0.059,0.2,0.125
669,2020-10-31,0.575,0.75,0.0,0.5
670,2020-11-01,0.286,0.25,0.0,0.2
671,2020-11-02,0.476,0.357,1.0,0.5
672,2020-11-03,0.602,0.375,0.333,0.75
673,2020-11-04,0.469,0.5,0.5,0.375
674,2020-11-05,0.656,0.625,0.0,0.333
675,2020-11-06,0.533,0.444,0.667,0.167
676,2020-11-07,0.3,1.0,1.0,0.5
677,2020-11-08,0.516,0.2,0.0,0.25
678,2020-11-09,0.628,0.357,0.5,0.5
679,2020-11-10,0.676,0.545,0.5,0.4
680,2020-11-11,0.654,0.5,0.75,0.167
681,2020-11-12,0.545,0.0,0.667,0.167
682,2020-11-13,0.656,0.5,0.5,0.25
683,2020-11-14,0.583,1.0,0.0,0.0
684,2020-11-15,0.762,0.636,1.0,0.8
685,2020-11-16,0.523,0.438,0.6,0.545
686,2020-11-17,0.436,0.375,0.0,0.0
687,2020-11-18,0.493,0.389,0.667,0.556
688,2020-11-19,0.5,0.244,0.0,0.444
689,2020-11-20,0.523,0.125,0.0,0.167
690,2020-11-21,0.379,0.25,0.0,0.333
691,2020-11-22,0.227,0.333,0.0,0.0
692,2020-11-23,0.525,0.643,0.0,0.538
693,2020-11-24,0.621,0.417,0.667,0.667
694,2020-11-25,0.576,0.5,0.5,0.111
695,2020-11-26,0.727,0.467,0.75,0.455
696,2020-11-27,0.636,0.625,0.667,0.333
697,2020-11-28,0.727,0.5,0.0,0.0
698,2020-11-29,0.75,0.0,0.0,0.0
699,2020-11-30,0.692,0.4,0.667,0.4
700,2020-12-01,0.5,0.4,0.0,0.333
701,2020-12-02,0.581,0.571,1.0,0.667
702,2020-12-03,0.529,0.857,0.444,0.609
703,2020-12-04,0.455,0.429,0.0,0.375
704,2020-12-05,0.522,0.0,0.0,0.5
705,2020-12-06,0.522,0.333,0.0,0.0
706,2020-12-07,0.483,0.4,0.7,0.545
707,2020-12-08,0.575,0.143,0.75,0.429
708,2020-12-09,0.477,0.25,0.5,0.333
709,2020-12-10,0.759,0.444,0.0,0.222
710,2020-12-11,0.519,0.429,0.0,0.429
711,2020-12-12,0.333,0.333,0.0,0.0
712,2020-12-13,0.463,0.833,0.0,0.0
713,2020-12-14,0.415,0.333,0.0,0.0
714,2020-12-15,0.467,0.8,0.0,0.5
715,2020-12-16,0.593,0.474,0.5,0.375
716,2020-12-17,0.745,0.375,1.0,0.4
717,2020-12-18,0.699,0.75,0.0,0.571
718,2020-12-19,0.278,0.0,0.0,1.0
719,2020-12-20,0.654,0.25,0.0,0.0
720,2020-12-21,0.711,0.444,1.0,0.286
721,2020-12-22,0.417,0.222,0.75,0.182
722,2020-12-23,0.532,0.733,0.786,0.5
723,2020-12-24,0.736,0.222,0.25,0.25
724,2020-12-25,0.773,0.333,0.0,1.0
725,2020-12-26,0.154,0.0,0.0,0.5
726,2020-12-27,0.658,1.0,1.0,0.0
727,2020-12-28,0.561,0.667,0.5,0.722
728,2020-12-29,0.622,0.714,0.889,0.706
729,2020-12-30,0.689,0.75,0.667,0.25
730,2020-12-31,0.646,0.667,1.0,0.8
731,2021-01-01,0.56,0.0,1.0,0.222
732,2021-01-02,0.5,0.0,0.0,0.0
733,2021-01-03,0.6,0.0,0.0,0.0
734,2021-01-04,0.404,0.286,0.5,0.429
735,2021-01-05,0.747,0.522,0.0,0.235
736,2021-01-06,0.63,0.615,0.5,0.111
737,2021-01-07,0.667,0.667,1.0,0.188
738,2021-01-08,0.647,0.571,0.5,0.286
739,2021-01-09,0.714,0.0,0.0,0.0
740,2021-01-10,0.588,0.8,1.0,0.25
741,2021-01-11,0.547,0.5,0.6,0.071
742,2021-01-12,0.539,0.167,1.0,0.5
743,2021-01-13,0.569,0.5,0.0,0.833
744,2021-01-14,0.556,0.375,0.0,0.6
745,2021-01-15,0.718,0.667,0.0,1.0
746,2021-01-16,0.533,0.0,0.0,0.0
747,2021-01-17,0.387,0.5,1.0,0.0
748,2021-01-18,0.556,0.727,0.0,0.5
749,2021-01-19,0.734,0.364,0.0,0.25
750,2021-01-20,0.682,0.636,0.6,0.75
751,2021-01-21,0.681,0.706,0.0,0.385
752,2021-01-22,0.418,0.71,0.4,0.455
753,2021-01-23,0.682,1.0,0.0,0.0
754,2021-01-24,0.481,0.0,0.0,0.0
755,2021-01-25,0.574,0.636,0.5,0.455
756,2021-01-26,0.451,0.667,0.667,0.5
757,2021-01-27,0.597,0.381,0.333,0.4
758,2021-01-28,0.5,0.643,0.75,0.25
759,2021-01-29,0.469,0.556,0.0,0.25
760,2021-01-30,0.5,0.667,0.0,0.0
761,2021-01-31,0.357,1.0,0.0,0.0
762,2021-02-01,0.64,0.8,0.0,0.1
763,2021-02-02,0.627,0.667,0.333,0.417
764,2021-02-03,0.562,0.467,0.75,0.286
765,2021-02-04,0.559,0.545,0.0,0.143
766,2021-02-05,0.492,0.714,0.0,0.3
767,2021-02-06,0.391,1.0,0.0,0.2
768,2021-02-07,0.606,0.2,0.0,0.333
769,2021-02-08,0.46,0.417,0.0,0.375
770,2021-02-09,0.507,0.7,0.667,0.467
771,2021-02-10,0.63,0.857,0.0,0.625
772,2021-02-11,0.704,0.5,0.0,0.5
773,2021-02-12,0.633,0.571,0.0,0.0
774,2021-02-13,0.727,0.5,0.0,0.667
775,2021-02-14,0.433,0.4,0.5,0.4
776,2021-02-15,0.512,0.25,0.429,0.364
777,2021-02-16,0.496,0.444,0.0,0.476
778,2021-02-17,0.545,0.6,1.0,0.455
779,2021-02-18,0.545,0.429,0.0,0.7
780,2021-02-19,0.615,0.643,0.5,0.625
781,2021-02-20,0.727,1.0,0.0,0.0
782,2021-02-21,0.333,0.5,0.0,0.667
783,2021-02-22,0.698,0.643,0.0,0.455
784,2021-02-23,0.654,0.1,0.5,0.7
785,2021-02-24,0.694,0.5,0.0,0.409
786,2021-02-25,0.59,0.125,0.0,0.364
787,2021-02-26,0.541,0.444,0.0,0.364
788,2021-02-27,0.5,0.0,0.0,1.0
789,2021-02-28,0.542,0.333,0.0,1.0
790,2021-03-01,0.0,0.5,1.0,0.6
791,2021-03-02,0.0,0.5,0.5,0.385
792,2021-03-03,0.333,0.467,0.5,0.462
793,2021-03-04,0.0,0.2,0.0,0.0
794,2021-03-05,0.0,0.375,0.0,0.667
795,2021-03-06,0.0,0.0,0.5,0.0
796,2021-03-07,0.286,1.0,0.0,0.0
797,2021-03-08,0.833,0.727,0.0,0.571
798,2021-03-09,0.25,1.0,1.0,0.5
799,2021-03-10,0.111,0.6,0.667,0.333
800,2021-03-11,0.182,0.625,0.333,0.5
801,2021-03-12,0.115,0.333,0.0,0.143
802,2021-03-13,0.0,0.333,0.0,1.0
803,2021-03-14,0.364,0.0,0.0,1.0
804,2021-03-15,0.333,0.75,0.0,0.455
805,2021-03-16,0.402,1.0,0.5,0.733
806,2021-03-17,0.411,0.857,1.0,0.636
807,2021-03-18,0.179,0.417,0.0,0.389
808,2021-03-19,0.545,0.333,0.0,0.143
809,2021-03-20,0.5,0.0,0.0,1.0
810,2021-03-21,0.591,1.0,0.0,0.571
811,2021-03-22,0.598,0.455,0.5,0.176
812,2021-03-23,0.51,0.333,0.0,0.188
813,2021-03-24,0.271,0.571,0.0,0.455
814,2021-03-25,0.469,0.444,0.0,0.6
815,2021-03-26,0.339,0.333,0.0,0.722
816,2021-03-27,0.362,1.0,0.0,0.0
817,2021-03-28,0.47,1.0,0.0,1.0
818,2021-03-29,0.399,0.312,0.0,0.615
819,2021-03-30,0.424,0.417,1.0,0.385
820,2021-03-31,0.262,0.5,0.5,0.4
821,2021-04-01,0.463,0.5,0.0,0.4
822,2021-04-02,0.692,0.625,0.5,0.375
823,2021-04-03,0.75,0.0,0.0,0.0
824,2021-04-04,0.6,0.5,0.0,0.0
825,2021-04-05,0.571,0.636,0.143,0.143
826,2021-04-06,0.645,0.667,0.333,0.4
827,2021-04-07,0.615,0.375,0.0,0.571
828,2021-04-08,0.512,0.4,0.333,0.5
829,2021-04-09,0.467,0.75,0.0,0.5
830,2021-04-10,0.636,0.5,0.333,0.4
831,2021-04-11,0.583,0.5,0.0,1.0
832,2021-04-12,0.649,0.571,0.0,0.4
833,2021-04-13,0.733,0.5,0.0,0.583
834,2021-04-14,0.718,0.571,0.5,0.333
835,2021-04-15,0.667,0.8,0.0,0.625
836,2021-04-16,0.52,0.5,0.0,0.545
837,2021-04-17,0.727,0.0,0.0,0.0
838,2021-04-18,0.762,0.667,0.0,0.0
839,2021-04-19,0.613,0.6,0.0,0.25
840,2021-04-20,0.635,0.5,0.0,0.455
841,2021-04-21,0.707,0.333,0.4,0.333
842,2021-04-22,0.75,0.333,0.0,1.0
843,2021-04-23,0.712,0.615,0.5,0.714
844,2021-04-24,0.7,1.0,0.0,0.5
845,2021-04-25,0.56,0.6,0.0,0.0
846,2021-04-26,0.52,0.6,0.0,0.455
847,2021-04-27,0.488,0.556,0.0,0.593
848,2021-04-28,0.533,0.333,0.333,0.273
849,2021-04-29,0.663,0.667,0.0,0.5
850,2021-04-30,0.6,0.25,0.0,0.25
851,2021-05-01,0.5,0.0,0.0,0.0
852,2021-05-02,0.7,1.0,0.0,0.667
853,2021-05-03,0.444,0.7,0.0,0.579
854,2021-05-04,0.739,0.364,0.0,0.278
855,2021-05-05,0.462,0.0,0.0,0.0
856,2021-05-06,0.66,0.357,0.0,0.25
857,2021-05-07,0.412,0.333,1.0,0.4
858,2021-05-08,0.333,0.5,0.0,1.0
859,2021-05-09,0.429,0.0,0.0,0.0
860,2021-05-10,0.701,0.5,0.714,0.429
861,2021-05-11,0.561,0.5,0.25,0.722
862,2021-05-12,0.6,0.615,0.5,0.538
863,2021-05-13,0.419,0.364,0.25,0.333
864,2021-05-14,0.39,0.167,1.0,0.0
865,2021-05-15,0.421,1.0,0.0,0.429
866,2021-05-16,0.562,1.0,0.0,0.333
867,2021-05-17,0.444,0.333,0.0,0.471
868,2021-05-18,0.309,0.375,0.667,0.778
869,2021-05-19,0.469,0.25,0.0,0.333
870,2021-05-20,0.426,0.412,0.0,0.333
871,2021-05-21,0.419,0.364,0.0,0.25
872,2021-05-22,0.476,0.667,0.0,0.0
873,2021-05-23,0.306,0.333,1.0,0.0
874,2021-05-24,0.63,0.5,0.2,0.5
875,2021-05-25,0.437,0.273,0.0,0.25
876,2021-05-26,0.531,0.167,0.667,0.0
877,2021-05-27,0.558,0.5,0.667,0.357
878,2021-05-28,0.505,0.308,0.0,0.417
879,2021-05-29,0.364,0.0,0.0,0.0
880,2021-05-30,0.2,0.286,0.0,0.875
881,2021-05-31,0.373,0.364,0.333,0.5
882,2021-06-01,0.538,0.286,0.333,0.333
883,2021-06-02,0.383,0.5,0.5,0.2
884,2021-06-03,0.471,0.462,0.4,0.429
885,2021-06-04,0.435,0.333,0.0,0.5
886,2021-06-05,0.571,0.0,0.0,0.0
887,2021-06-06,0.667,0.25,0.5,0.75
888,2021-06-07,0.373,0.6,0.5,0.25
889,2021-06-08,0.31,0.333,0.25,0.214
890,2021-06-09,0.508,0.375,1.0,0.286
891,2021-06-10,0.3,0.333,0.0,0.111
892,2021-06-11,0.64,0.643,0.5,0.545
893,2021-06-12,0.5,0.333,1.0,0.5
894,2021-06-13,0.4,0.75,1.0,0.429
895,2021-06-14,0.667,0.625,0.5,0.75
896,2021-06-15,0.472,0.5,0.5,0.5
897,2021-06-16,0.452,0.429,0.0,0.25
898,2021-06-17,0.521,0.308,0.0,0.312
899,2021-06-18,0.298,0.3,0.0,0.097
900,2021-06-19,0.353,0.5,0.0,0.286
901,2021-06-20,0.4,0.4,0.0,0.0
902,2021-06-21,0.561,0.667,0.5,0.333
903,2021-06-22,0.439,0.6,0.0,0.273
904,2021-06-23,0.526,0.333,0.5,0.125
905,2021-06-24,0.674,0.667,0.0,0.4
906,2021-06-25,0.407,0.444,0.0,0.556
907,2021-06-26,0.467,0.0,0.0,0.0
908,2021-06-27,0.429,0.5,0.0,0.0
909,2021-06-28,0.383,0.429,0.4,0.444
910,2021-06-29,0.672,0.091,0.5,0.25
911,2021-06-30,0.662,0.261,0.333,0.214
912,2021-07-01,0.564,0.25,0.375,0.429
913,2021-07-02,0.607,0.444,0.0,0.333
914,2021-07-03,0.556,0.25,0.0,0.571
915,2021-07-04,0.636,0.0,0.0,0.632
916,2021-07-05,0.654,0.357,0.0,0.167
917,2021-07-06,0.542,0.286,0.0,0.417
918,2021-07-07,0.462,0.641,0.667,0.72
919,2021-07-08,0.672,0.9,1.0,0.571
920,2021-07-09,0.545,0.214,0.2,0.667
921,2021-07-10,0.231,0.25,1.0,0.5
922,2021-07-11,0.667,0.5,1.0,1.0
923,2021-07-12,0.412,0.167,0.1,0.1
924,2021-07-13,0.53,0.0,0.0,0.5
925,2021-07-14,0.46,0.667,1.0,0.25
926,2021-07-15,0.638,0.429,0.667,0.25
927,2021-07-16,0.547,0.833,0.0,0.625
928,2021-07-17,0.4,0.667,0.0,0.333
929,2021-07-18,0.381,0.0,0.0,1.0
930,2021-07-19,0.527,0.4,0.0,0.2
931,2021-07-20,0.636,0.421,1.0,0.333
932,2021-07-21,0.628,0.5,1.0,0.273
933,2021-07-22,0.677,0.462,0.4,0.182
934,2021-07-23,0.5,0.25,0.5,0.5
935,2021-07-24,0.6,0.667,1.0,1.0
936,2021-07-25,0.35,1.0,1.0,1.0
937,2021-07-26,0.714,0.308,0.5,0.222
938,2021-07-27,0.683,0.286,1.0,0.333
939,2021-07-28,0.678,0.526,0.0,0.462
940,2021-07-29,0.496,0.286,0.25,0.083
941,2021-07-30,0.486,0.143,1.0,0.143
942,2021-07-31,0.625,1.0,0.0,0.0
943,2021-08-01,0.222,0.0,0.0,0.0
944,2021-08-02,0.45,0.267,0.0,0.571
945,2021-08-03,0.708,0.333,0.0,0.417
946,2021-08-04,0.343,0.308,1.0,0.5
947,2021-08-05,0.548,0.545,1.0,0.5
948,2021-08-06,0.8,0.667,0.0,0.4
949,2021-08-07,0.4,0.0,0.0,0.0
950,2021-08-08,0.706,0.0,0.0,0.125
951,2021-08-09,0.344,0.857,1.0,0.714
952,2021-08-10,0.446,0.273,0.0,0.471
953,2021-08-11,0.516,0.6,0.667,0.6
954,2021-08-12,0.353,1.0,1.0,0.625
955,2021-08-13,0.55,0.455,1.0,0.444
956,2021-08-14,0.308,0.0,1.0,1.0
957,2021-08-15,0.556,0.0,0.0,1.0
958,2021-08-16,0.54,1.0,1.0,0.667
959,2021-08-17,0.6,0.462,0.75,0.7
960,2021-08-18,0.466,0.25,0.0,0.25
961,2021-08-19,0.432,0.267,0.0,0.2
962,2021-08-20,0.479,0.5,0.0,0.286
963,2021-08-21,0.5,0.5,0.0,0.0
964,2021-08-22,0.435,0.25,0.0,0.25
965,2021-08-23,0.192,0.714,0.0,0.625
966,2021-08-24,0.346,0.455,0.5,0.2
967,2021-08-25,0.474,0.6,1.0,0.462
968,2021-08-26,0.506,0.158,1.0,0.2
969,2021-08-27,0.34,0.5,0.0,0.143
970,2021-08-28,0.647,0.8,0.0,0.5
971,2021-08-29,0.688,0.333,0.5,0.333
972,2021-08-30,0.429,0.25,0.0,0.75
973,2021-08-31,0.576,0.333,0.5,0.5
974,2021-09-01,0.424,0.385,1.0,0.444
975,2021-09-02,0.556,0.167,0.0,0.333
976,2021-09-03,0.433,0.0,0.0,0.4
977,2021-09-04,0.667,1.0,0.0,0.0
978,2021-09-05,0.474,0.333,0.25,0.556
979,2021-09-06,0.658,0.312,0.5,0.364
980,2021-09-07,0.455,0.286,0.0,0.5
981,2021-09-08,0.44,0.333,1.0,0.667
982,2021-09-09,0.6,0.4,0.0,0.375
983,2021-09-10,0.625,0.333,1.0,0.5
984,2021-09-11,0.714,0.0,0.0,0.0
985,2021-09-12,0.759,0.429,0.0,0.5
986,2021-09-13,0.55,0.4,0.5,0.333
987,2021-09-14,0.436,0.2,0.0,0.0
988,2021-09-15,0.754,0.833,0.4,0.6
989,2021-09-16,0.556,0.333,1.0,0.222
990,2021-09-17,0.312,0.333,0.333,0.25
991,2021-09-18,0.55,1.0,0.0,0.0
992,2021-09-19,0.733,0.5,0.0,0.0
993,2021-09-20,0.724,0.0,0.0,0.0
994,2021-09-21,0.778,0.0,0.0,0.0
995,2021-09-22,0.605,0.0,0.0,0.2
996,2021-09-23,0.404,0.667,1.0,0.25
997,2021-09-24,0.346,0.143,1.0,0.167
998,2021-09-25,0.714,0.5,0.0,0.0
999,2021-09-26,0.619,0.0,0.0,0.0
1000,2021-09-27,0.412,0.833,1.0,0.333
1001,2021-09-28,0.4,0.545,0.0,0.5
1002,2021-09-29,0.365,0.333,0.5,0.444
1003,2021-09-30,0.383,0.4,0.0,0.143
1004,2021-10-01,0.5,0.5,0.0,0.4
1005,2021-10-02,0.471,0.2,0.0,0.2
1006,2021-10-03,0.357,0.0,1.0,0.5
1007,2021-10-04,0.256,0.667,0.0,0.444
1008,2021-10-05,0.506,0.75,0.667,0.462
1009,2021-10-06,0.448,0.474,0.0,0.4
1010,2021-10-07,0.347,0.077,1.0,0.333
1011,2021-10-08,0.458,0.5,0.5,0.333
1012,2021-10-09,0.444,0.0,0.0,1.0
1013,2021-10-10,0.353,0.75,1.0,0.5
1014,2021-10-11,0.22,0.0,0.0,0.333
1015,2021-10-12,0.512,0.385,1.0,0.4
1016,2021-10-13,0.462,0.364,0.5,0.118
1017,2021-10-14,0.493,0.333,0.0,0.333
1018,2021-10-15,0.289,0.0,0.0,0.188
1019,2021-10-16,0.579,0.0,0.0,0.0
1020,2021-10-17,0.426,0.333,1.0,0.583
1021,2021-10-18,0.554,0.167,0.4,0.438
1022,2021-10-19,0.287,0.0,0.0,0.562
1023,2021-10-20,0.523,0.3,0.0,0.75
1024,2021-10-21,0.524,0.4,0.0,0.429
1025,2021-10-22,0.595,0.25,0.0,0.333
1026,2021-10-23,0.5,0.0,0.0,0.667
1027,2021-10-24,0.324,0.0,0.0,0.429
1028,2021-10-25,0.392,0.25,1.0,0.5
1029,2021-10-26,0.556,0.667,0.0,0.455
1030,2021-10-27,0.553,0.235,0.25,0.688
1031,2021-10-28,0.538,0.625,0.0,0.5
1032,2021-10-29,0.63,0.8,0.667,0.714
1033,2021-10-30,0.56,1.0,1.0,0.667
1034,2021-10-31,0.397,0.333,0.0,1.0
1035,2021-11-01,0.522,0.538,0.0,0.375
1036,2021-11-02,0.6,0.4,0.333,0.333
1037,2021-11-03,0.535,0.5,0.0,0.556
1038,2021-11-04,0.421,0.5,0.5,0.833
1039,2021-11-05,0.667,0.357,0.0,0.583
1040,2021-11-06,0.429,0.0,0.0,0.333
1041,2021-11-07,0.576,0.667,1.0,0.5
1042,2021-11-08,0.451,0.143,0.0,0.167
1043,2021-11-09,0.566,0.364,0.4,0.5
1044,2021-11-10,0.438,0.667,0.4,0.444
1045,2021-11-11,0.541,0.375,0.0,0.333
1046,2021-11-12,0.762,0.2,0.6,0.375
1047,2021-11-13,0.273,0.25,0.0,1.0
1048,2021-11-14,0.52,0.8,0.667,0.6
1049,2021-11-15,0.5,0.455,1.0,0.333
1050,2021-11-16,0.561,0.471,0.2,0.591
1051,2021-11-17,0.538,0.333,0.667,0.286
1052,2021-11-18,0.5,0.4,0.0,0.5
1053,2021-11-19,0.485,0.5,1.0,0.5
1054,2021-11-20,0.407,0.0,0.0,0.0
1055,2021-11-21,0.441,0.25,0.5,0.143
1056,2021-11-22,0.463,0.583,0.0,0.474
1057,2021-11-23,0.448,0.5,0.0,0.25
1058,2021-11-24,0.426,0.5,0.0,0.484
1059,2021-11-25,0.393,0.5,0.0,0.538
1060,2021-11-26,0.375,0.5,1.0,0.579
1061,2021-11-27,0.357,0.0,0.0,1.0
1062,2021-11-28,0.478,0.75,0.0,0.143
1063,2021-11-29,0.509,0.8,0.0,0.583
1064,2021-11-30,0.476,0.429,0.0,0.25
1065,2021-12-01,0.474,0.2,0.182,0.133
1066,2021-12-02,0.244,0.333,0.0,0.357
1067,2021-12-03,0.455,0.143,0.333,0.118
1068,2021-12-04,0.462,0.0,0.0,1.0
1069,2021-12-05,0.65,0.5,1.0,0.222
1070,2021-12-06,0.471,0.5,0.0,0.286
1071,2021-12-07,0.438,0.294,0.4,0.222
1072,2021-12-08,0.306,0.25,0.0,0.182
1073,2021-12-09,0.231,0.125,1.0,0.455
1074,2021-12-10,0.346,0.6,0.5,0.273
1075,2021-12-11,0.571,0.0,0.0,0.0
1076,2021-12-12,0.7,0.333,0.0,1.0
1077,2021-12-13,0.578,1.0,1.0,0.2
1078,2021-12-14,0.488,0.667,0.5,0.706
1079,2021-12-15,0.556,0.333,0.0,0.25
1080,2021-12-16,0.567,0.143,0.5,0.429
1081,2021-12-17,0.5,0.333,0.0,0.417
1082,2021-12-18,0.364,1.0,0.0,0.0
1083,2021-12-19,0.71,0.667,1.0,1.0
1084,2021-12-20,0.656,0.667,0.0,0.333
1085,2021-12-21,0.511,1.0,0.667,0.5
1086,2021-12-22,0.548,0.375,0.562,0.273
1087,2021-12-23,0.686,0.667,1.0,0.5
1088,2021-12-24,0.522,0.5,0.5,0.333
1089,2021-12-25,0.325,0.25,0.0,0.0
1090,2021-12-26,0.559,0.25,1.0,0.0
1091,2021-12-27,0.474,0.333,0.0,0.5
1092,2021-12-28,0.398,0.0,0.0,0.438
1093,2021-12-29,0.471,0.4,1.0,0.0
1094,2021-12-30,0.569,0.167,0.5,0.636
1095,2021-12-31,0.629,0.167,0.0,0.5
