,시장금리 국고채(10년),소비자물가지수,경기종합지수
2022-02-18,2.728,104.04,100.19
2022-02-21,2.77,104.69,99.95
2022-02-22,2.717,104.69,99.95
2022-02-23,2.722,104.69,99.95
2022-02-24,2.624,104.69,99.95
2022-02-25,2.671,104.69,99.95
2022-02-28,2.675,104.69,99.95
2022-03-02,2.613,104.69,99.95
2022-03-03,2.648,104.69,99.95
2022-03-04,2.658,104.69,99.95
2022-03-07,2.707,104.69,99.95
2022-03-08,2.722,104.69,99.95
2022-03-10,2.726,104.69,99.95
2022-03-11,2.7,104.69,99.95
2022-03-14,2.739,104.69,99.95
2022-03-15,2.753,104.69,99.95
2022-03-16,2.768,104.69,99.95
2022-03-17,2.704,104.69,99.95
2022-03-18,2.737,104.69,99.95
2022-03-21,2.741,105.30,99.73
2022-03-22,2.832,105.30,99.73
2022-03-23,2.828,105.30,99.73
2022-03-24,2.856,105.30,99.73
2022-03-25,2.871,105.30,99.73
2022-03-28,3.031,105.30,99.73
2022-03-29,2.972,105.30,99.73
2022-03-30,2.885,105.30,99.73
2022-03-31,2.969,105.30,99.73
2022-04-01,3.007,105.30,99.73
2022-04-04,3.065,105.30,99.73
2022-04-05,3.08,105.30,99.73
2022-04-06,3.129,105.30,99.73
2022-04-07,3.128,105.30,99.73
2022-04-08,3.169,105.30,99.73
2022-04-11,3.305,105.30,99.73
2022-04-12,3.313,105.30,99.73
2022-04-13,3.287,105.30,99.73
2022-04-14,3.22,105.30,99.73
2022-04-15,3.301,105.30,99.73
2022-04-18,3.355,105.30,99.73
2022-04-19,3.35,105.30,99.73
2022-04-20,3.313,106.06,99.52
2022-04-21,3.296,106.06,99.52
2022-04-22,3.314,106.06,99.52
2022-04-25,3.188,106.06,99.52
2022-04-26,3.19,106.06,99.52
2022-04-27,3.185,106.06,99.52
2022-04-28,3.166,106.06,99.52
2022-04-29,3.242,106.06,99.52
2022-05-02,3.38,106.06,99.52
2022-05-03,3.406,106.06,99.52
2022-05-04,3.434,106.06,99.52
2022-05-06,3.431,106.06,99.52
2022-05-09,3.414,106.06,99.52
2022-05-10,3.403,106.06,99.52
2022-05-11,3.269,106.06,99.52
2022-05-12,3.169,106.06,99.52
2022-05-13,3.221,106.06,99.52
2022-05-16,3.277,106.06,99.52
2022-05-17,3.287,106.06,99.52
2022-05-18,3.32,106.06,99.52
2022-05-19,3.307,106.06,99.52
2022-05-20,3.245,106.85,99.31
2022-05-23,3.258,106.85,99.31
2022-05-24,3.214,106.85,99.31
2022-05-25,3.177,106.85,99.31
2022-05-26,3.238,106.85,99.31
2022-05-27,3.212,106.85,99.31
2022-05-30,3.211,106.85,99.31
2022-05-31,3.326,106.85,99.31
